Motorcycle,Color,Year,Mileage,Price,MotorcycleStrip
ZOOMER-X,blue,2561.0,2592.655274888559,35000.0,ZOOMER-X
FINO FI,blue,2557.0,2592.655274888559,23500.0,FINO FI
SCOOPY-I,white,2553.0,2592.655274888559,21000.0,SCOOPY I
CLICK125I,red,2556.0,2592.655274888559,25000.0,CLICK125I
ZOOMER-X,white,2556.0,2592.655274888559,26000.0,ZOOMER-X
CLICK125I,gray,2557.0,2592.655274888559,27000.0,CLICK125I
CLICK125I,red,2561.0,2592.655274888559,38000.0,CLICK125I
FINO,purple,2555.0,2592.655274888559,21000.0,FINO
GRAND FILANO,red,2560.0,2592.655274888559,37500.0,GRAND FILANO
CLICK125I,red,2561.0,2592.655274888559,37500.0,CLICK125I
FILANO,blue,2555.0,2592.655274888559,26000.0,FILANO
N-MAX,red,2560.0,2592.655274888559,42000.0,N-MAX
CLICK125I,blue,2560.0,2592.655274888559,35000.0,CLICK125I
FINO,red,2552.0,2592.655274888559,18000.0,FINO
GRAND FILANO,black,2560.0,2592.655274888559,34000.0,GRAND FILANO
PCX150,gray,2557.0,2592.655274888559,56000.0,PCX150
PCX125,red,2554.0,2592.655274888559,33000.0,PCX125
CLICK125I,black,2560.0,2592.655274888559,37000.0,CLICK125I
CLICK125I,blue,2558.0,2592.655274888559,32000.0,CLICK125I
CLICK125I,blue,2560.0,2592.655274888559,36500.0,CLICK125I
PCX150,white,2560.0,2592.655274888559,65000.0,PCX150
SCOOPY-I,yellow,2559.0,2592.655274888559,32000.0,SCOOPY I
CLICK125I,green,2560.0,2592.655274888559,36000.0,CLICK125I
PCX150,red,2560.0,2592.655274888559,62000.0,PCX150
GRAND FILANO,gray,2561.0,2592.655274888559,37000.0,GRAND FILANO
FINO,orange,2554.0,2592.655274888559,19500.0,FINO
FINO125,blue,2559.0,2592.655274888559,28000.0,FINO125
PCX150,pink,2560.0,2592.655274888559,60000.0,PCX150
PCX150,red,2560.0,2592.655274888559,62000.0,PCX150
FINO,blue,2555.0,2592.655274888559,21500.0,FINO
CLICK110I,blue,2554.0,2592.655274888559,21000.0,CLICK 110I
GRAND FILANO,blue,2560.0,2592.655274888559,37500.0,GRAND FILANO
N-MAX,white,2561.0,2592.655274888559,58000.0,N-MAX
FINO,blue,2555.0,2592.655274888559,21500.0,FINO
SCOOPY-I,pink,2562.0,2592.655274888559,35000.0,SCOOPY I
PCX150,red,2562.0,7855.0,77000.0,PCX 150
CLICK125I,orange,2560.0,2592.655274888559,33000.0,CLICK 125I
SCOOPY-I,yellow,2559.0,2592.655274888559,32000.0,SCOOPY I
SCOOPY-I,Other,2556.0,27.0,27000.0,SCOOPY I
N-MAX,white,2561.0,2592.655274888559,57000.0,N-MAX
N-MAX,Other,2562.0,5879.0,62000.0,N-MAX
GRAND FILANO,Other,2560.0,2592.655274888559,36500.0,GRAND FILANO
GRAND FILANO,Other,2559.0,2592.655274888559,36500.0,GRAND FILANO
SCOOPY-I,pink,2560.0,2592.655274888559,35500.0,SCOOPY I
FINO125,white,2561.0,2592.655274888559,31000.0,FINO125
CLICK125,black,2559.0,2592.655274888559,30000.0,CLICK125
SCOOPY-I,Other,2562.0,2592.655274888559,38500.0,SCOOPY I
SCOOPY-I,Other,2556.0,2592.655274888559,24500.0,SCOOPY I
CLICK110I,black,2555.0,2592.655274888559,21000.0,CLICK110I
SPACY-I,black,2556.0,2592.655274888559,21000.0,SPACY-I
FINO,white,2555.0,2592.655274888559,22000.0,FINO
SCOOPY-I,Other,2553.0,2592.655274888559,21000.0,SCOOPY I
FINO,Other,2556.0,2592.655274888559,21000.0,FINO
GRAND FILANO,red,2560.0,2592.655274888559,34500.0,GRAND FILANO
GRAND FILANO,blue,2560.0,2592.655274888559,35000.0,GRAND FILANO
SCOOPY-I,pink,2562.0,2275.0,38500.0,SCOOPY I
QBIX,Other,2562.0,4368.0,39000.0,QBIX
SCOOPY-I,pink,2562.0,5203.0,37000.0,SCOOPY I
ZOOMER-X,Other,2562.0,3767.0,38500.0,ZOOMER-X
SCOOPY-I,blue,2561.0,2592.655274888559,34000.0,SCOOPY I
CLICK125I,black,2559.0,2592.655274888559,30000.0,CLICK125I
SCOOPY-I,pink,2557.0,2592.655274888559,25000.0,SCOOPY I
SCOOPY-I,blue,2561.0,2592.655274888559,30000.0,SCOOPY I
SCOOPY-I,blue,2555.0,2592.655274888559,24000.0,SCOOPY I
SCOOPY-I,Other,2557.0,2592.655274888559,24000.0,SCOOPY I
ZOOMER-X,black,2562.0,2592.655274888559,36000.0,ZOOMER-X
SCOOPY-I,pink,2562.0,2592.655274888559,35500.0,SCOOPY I
FINO125,Other,2558.0,2592.655274888559,26500.0,FINO125
GRAND FILANO,Other,2562.0,2592.655274888559,42500.0,GRAND FILANO HYBRID
ZOOMER-X,black,2561.0,3457.0,37500.0,ZOOMER-X
ZOOMER-X,white,2561.0,2592.655274888559,36500.0,ZOOMER-X
SCOOPY-I,pink,2562.0,5500.0,36000.0,SCOOPY I
CLICK125I,Other,2562.0,3800.0,39500.0,CLICK125I
CLICK125I,red,2562.0,2592.655274888559,37500.0,CLICK125I
CLICK110I,blue,2551.0,2592.655274888559,19000.0,CLICK110I
SCOOPY-I,pink,2561.0,2592.655274888559,36000.0,SCOOPY I
SCOOPY-I,red,2562.0,2592.655274888559,34000.0,SCOOPY I
QBIX,Other,2562.0,6340.0,41500.0,QBIX
SCOOPY-I,red,2561.0,2592.655274888559,36500.0,SCOOPY I
FORZA300,Other,2561.0,780.0,133000.0,FORZA300
CLICK125I,Other,2560.0,2592.655274888559,35000.0,CLICK 125I
GRAND FILANO,blue,2560.0,2592.655274888559,34000.0,GRAND FILANO
SCOOPY-I,Other,2561.0,2592.655274888559,34000.0,SCOOPY I
SCOOPY-I,red,2562.0,2592.655274888559,37000.0,SCOOPY I
CLICK125I,Other,2557.0,2592.655274888559,24500.0,CLICK 125I
ZOOMER-X,red,2555.0,2592.655274888559,25000.0,ZOOMER-X
SCOOPY-I,blue,2562.0,2592.655274888559,33000.0,SCOOPY I
SCOOPY-I,pink,2562.0,2592.655274888559,33000.0,SCOOPY I
ZOOMER-X,black,2562.0,4000.0,34500.0,ZOOMER-X
SCOOPY-I,blue,2561.0,35.0,35000.0,SCOOPY I
CLICK110I,Other,2552.0,18.0,18500.0,CLICK 110I
SCOOPY-I,Other,2562.0,5454.0,36500.0,SCOOPY I
ZOOMER-X,white,2562.0,2592.655274888559,34000.0,ZOOMER-X
ZOOMER-X,blue,2561.0,2592.655274888559,32000.0,ZOOMER-X
SCOOPY-I,Other,2562.0,2592.655274888559,37000.0,SCOOPY I
FILANO,black,2555.0,2592.655274888559,23500.0,FILANO
ZOOMER-X,white,2562.0,2592.655274888559,34000.0,ZOOMER-X
SCOOPY-I,red,2553.0,2592.655274888559,20000.0,SCOOPY I
FINO FI,yellow,2556.0,2592.655274888559,20000.0,FINO FI
FINO FI,white,2556.0,2592.655274888559,20000.0,FINO FI
PCX150,white,2560.0,2592.655274888559,52999.0,PCX 150
SCOOPY-I,white,2559.0,2592.655274888559,26500.0,SCOOPY I
CLICK125I,black,2562.0,2592.655274888559,33000.0,CLICK 125I
FINO,purple,2553.0,2592.655274888559,17500.0,FINO
CLICK110I,white,2552.0,2592.655274888559,19000.0,CLICK 110I
SCOOPY-I,pink,2561.0,2592.655274888559,31500.0,SCOOPY I
PCX150,blue,2562.0,2592.655274888559,69500.0,PCX150
